sample_id	species	island	bill_length_mm	bill_depth_mm	flipper_length_mm	body_mass_g	sex	year	PC1	PC2	cluster
sample_253	gentoo	biscoe	48.5	15.0	219.0	4850.0	female	2009	1.9967254153894973	-0.3125584914996563	1
sample_254	gentoo	biscoe	55.9	17.0	228.0	5600.0	male	2009	3.0894690638206113	1.3856997864242928	1
sample_255	gentoo	biscoe	47.2	15.5	215.0	4975.0	female	2009	1.7078143004145292	-0.24276055815423264	1
sample_256	gentoo	biscoe	49.1	15.0	228.0	5500.0	male	2009	2.8619261814380152	-0.18106889664346856	1
sample_258	gentoo	biscoe	46.8	16.1	215.0	5500.0	male	2009	1.9117344362769924	0.006149392723325705	1
sample_259	gentoo	biscoe	41.7	14.7	210.0	4700.0	female	2009	1.0190350608436394	-1.199453811150975	1
sample_260	gentoo	biscoe	53.4	15.8	219.0	5500.0	male	2009	2.6859351722272677	0.6117804986734255	1
sample_261	gentoo	biscoe	43.3	14.0	208.0	4575.0	female	2009	1.1261604857001541	-1.319740768301785	1
sample_262	gentoo	biscoe	48.1	15.1	209.0	5500.0	male	2009	1.9754033724803781	-0.25835274073386905	1
sample_263	gentoo	biscoe	50.5	15.2	216.0	5000.0	female	2009	2.1012308901433037	0.0012821370622261366	1
sample_264	gentoo	biscoe	49.8	15.9	229.0	5950.0	male	2009	3.0863126712445608	0.30350398973524767	1
sample_265	gentoo	biscoe	43.5	15.2	213.0	4650.0	female	2009	1.1566074665109662	-0.8026619281160853	1
sample_266	gentoo	biscoe	51.5	16.3	230.0	5500.0	male	2009	2.879967066747023	0.6099444321293663	1
sample_267	gentoo	biscoe	46.2	14.1	217.0	4375.0	female	2009	1.5810728196217636	-0.9757893242456087	1
sample_268	gentoo	biscoe	55.1	16.0	230.0	5850.0	male	2009	3.4792884748755313	0.9174571405347691	1
sample_270	gentoo	biscoe	48.8	16.2	222.0	6000.0	male	2009	2.687992739985315	0.3169209387154108	1
sample_271	gentoo	biscoe	47.2	13.7	214.0	4925.0	female	2009	1.9977155798588313	-0.9767714586065674	1
sample_273	gentoo	biscoe	46.8	14.3	215.0	4850.0	female	2009	1.8326510725103293	-0.7845099262989871	1
sample_274	gentoo	biscoe	50.4	15.7	222.0	5750.0	male	2009	2.7515050332532547	0.266555715377482	1
sample_275	gentoo	biscoe	45.2	14.8	212.0	5200.0	female	2009	1.7138536561831	-0.725875158413502	1
sample_276	gentoo	biscoe	49.9	16.1	213.0	5400.0	male	2009	2.0185368307674483	0.3365537201663202	1
sample_277	chinstrap	dream	46.5	17.9	192.0	3500.0	female	2007	-0.7938368496910448	0.5022970564768824	2
sample_278	chinstrap	dream	50.0	19.5	196.0	3900.0	male	2007	-0.3893689703288616	1.5745610136512251	2
sample_279	chinstrap	dream	51.3	19.2	193.0	3650.0	male	2007	-0.5150273654189651	1.5709624399091633	2
sample_280	chinstrap	dream	45.4	18.7	188.0	3525.0	female	2007	-1.195379038020609	0.7060416887509862	2
sample_281	chinstrap	dream	52.7	19.8	197.0	3725.0	male	2007	-0.30431263968429406	1.9765803784468194	2
sample_282	chinstrap	dream	45.2	17.8	198.0	3950.0	female	2007	-0.32661406526961845	0.36419217455855596	2
sample_283	chinstrap	dream	46.1	18.2	178.0	3250.0	female	2007	-1.6359205505278422	0.5502378546310618	2
sample_284	chinstrap	dream	51.3	18.2	197.0	3750.0	male	2007	-0.0788452183407882	1.177214866984911	2
sample_285	chinstrap	dream	46.0	18.9	195.0	4150.0	female	2007	-0.47029390200623644	0.9153089648332187	2
sample_286	chinstrap	dream	51.3	19.9	198.0	3700.0	male	2007	-0.41681893664127756	1.861224201745263	2
sample_287	chinstrap	dream	46.6	17.8	193.0	3800.0	female	2007	-0.5189140895252926	0.5017421045500269	2
sample_288	chinstrap	dream	51.7	20.3	194.0	3775.0	male	2007	-0.5783521978851356	2.0726341754470554	2
sample_289	chinstrap	dream	47.0	17.3	185.0	3700.0	female	2007	-0.7823080295482808	0.33043353412919	2
sample_290	chinstrap	dream	52.0	18.1	201.0	4050.0	male	2007	0.369588535408806	1.2438507434281647	2
sample_291	chinstrap	dream	45.9	17.1	190.0	3575.0	female	2007	-0.7124987016171327	0.11872273927417583	2
sample_292	chinstrap	dream	50.5	19.6	201.0	4050.0	male	2007	-0.05947709680400974	1.6863440971296404	2
sample_293	chinstrap	dream	50.3	20.0	197.0	3300.0	male	2007	-0.8348970010440855	1.7533437622709869	2
sample_294	chinstrap	dream	58.0	17.8	181.0	3700.0	female	2007	-0.1345711161849744	1.7403193053583972	2
sample_295	chinstrap	dream	46.4	18.6	190.0	3450.0	female	2007	-1.0608268629543411	0.7691616295936956	2
sample_296	chinstrap	dream	49.2	18.2	195.0	4400.0	male	2007	0.10859951504613592	1.0073797270115854	2
sample_297	chinstrap	dream	42.4	17.3	181.0	3600.0	female	2007	-1.3977958511180055	-0.18634814043894707	0
sample_298	chinstrap	dream	48.5	17.5	191.0	3400.0	male	2007	-0.6560467464534193	0.5502416609832005	2
sample_299	chinstrap	dream	43.2	16.6	187.0	2900.0	female	2007	-1.420520180893642	-0.4459441348538969	0
sample_300	chinstrap	dream	50.6	19.4	193.0	3800.0	male	2007	-0.5112346679188707	1.5892686935230056	2
sample_301	chinstrap	dream	46.7	17.9	195.0	3300.0	female	2007	-0.7902991072562905	0.5065005216342446	2
sample_302	chinstrap	dream	52.0	19.0	197.0	4150.0	male	2007	0.09043495877306289	1.6161277585126186	2
sample_303	chinstrap	dream	50.5	18.4	200.0	3400.0	female	2008	-0.30154522141706597	1.1382185594204626	2
sample_304	chinstrap	dream	49.5	19.0	200.0	3800.0	male	2008	-0.23294270685403734	1.309290553392675	2
sample_305	chinstrap	dream	46.4	17.8	191.0	3700.0	female	2008	-0.6863354658723909	0.4694212286748712	2
sample_306	chinstrap	dream	52.8	20.0	205.0	4550.0	male	2008	0.5571748217279276	2.1503235594257846	2
sample_307	chinstrap	dream	40.9	16.6	187.0	3200.0	female	2008	-1.406544830057559	-0.6702216020416355	0
sample_308	chinstrap	dream	54.2	20.8	201.0	4300.0	male	2008	0.17536865581216907	2.6027065885309546	2
sample_309	chinstrap	dream	42.5	16.7	187.0	3350.0	female	2008	-1.1913319098515744	-0.43959810312912606	0
sample_310	chinstrap	dream	51.0	18.8	203.0	4100.0	male	2008	0.26104672565264536	1.4229549855828643	2
sample_311	chinstrap	dream	49.7	18.6	195.0	3600.0	male	2008	-0.47796571053609016	1.1482203225098928	2
sample_312	chinstrap	dream	47.5	16.8	199.0	3900.0	female	2008	0.0744911094629533	0.2077467813449607	2
sample_313	chinstrap	dream	47.6	18.3	195.0	3850.0	female	2008	-0.4206705460447153	0.8196973437786722	2
sample_314	chinstrap	dream	52.0	20.7	210.0	4800.0	male	2008	0.7256387668046831	2.3716726105407586	2
sample_315	chinstrap	dream	46.9	16.6	192.0	2700.0	female	2008	-1.0437042943737764	-0.05620492645395839	2
sample_316	chinstrap	dream	53.5	19.9	205.0	4500.0	male	2008	0.6014545630840222	2.182018871503925	2
sample_317	chinstrap	dream	49.0	19.5	210.0	3950.0	male	2008	0.1387596742537738	1.4751898132298351	2
sample_318	chinstrap	dream	46.2	17.5	187.0	3650.0	female	2008	-0.8411243987122147	0.3195546372825349	2
sample_319	chinstrap	dream	50.9	19.1	196.0	3550.0	male	2008	-0.4726869230663276	1.478234974309064	2
sample_320	chinstrap	dream	45.5	17.0	196.0	3500.0	female	2008	-0.5294143823307779	0.029613649064929626	2
sample_321	chinstrap	dream	50.9	17.9	196.0	3675.0	female	2009	-0.1436933982716687	1.0042281373524196	2
sample_322	chinstrap	dream	50.8	18.5	201.0	4450.0	male	2009	0.46216055598353695	1.3119569322622215	2
sample_323	chinstrap	dream	50.1	17.9	190.0	3400.0	female	2009	-0.6454853990130811	0.8876597480589904	2
sample_324	chinstrap	dream	49.0	19.6	212.0	4300.0	male	2009	0.4401843716313666	1.5497944130674204	2
sample_325	chinstrap	dream	51.5	18.7	187.0	3250.0	male	2009	-0.9177071864430227	1.349966710249279	2
sample_326	chinstrap	dream	49.8	17.3	198.0	3675.0	female	2009	-0.030899185651516253	0.6411995520676258	2
sample_327	chinstrap	dream	48.1	16.4	199.0	3325.0	female	2009	-0.18758203396098247	0.057047467630191834	2
sample_328	chinstrap	dream	51.4	19.0	201.0	3950.0	male	2009	0.0687115866940813	1.5328114381817894	2
sample_329	chinstrap	dream	45.7	17.3	193.0	3600.0	female	2009	-0.6289635756451242	0.18134022849189427	2
sample_330	chinstrap	dream	50.7	19.7	203.0	4050.0	male	2009	0.019282712200196075	1.7496458667953214	2
sample_331	chinstrap	dream	42.5	17.3	187.0	3350.0	female	2009	-1.3130992953116911	-0.19665072468159897	0
sample_332	chinstrap	dream	52.2	18.8	197.0	3450.0	male	2009	-0.33092531196201075	1.4905562930306588	2
sample_333	chinstrap	dream	45.2	16.6	191.0	3250.0	female	2009	-0.850169943750109	-0.19117011393233038	2
sample_334	chinstrap	dream	49.3	19.9	203.0	4050.0	male	2009	-0.13764377361153254	1.6767449066883116	2
sample_335	chinstrap	dream	50.2	18.8	202.0	3800.0	male	2009	-0.05175014893226589	1.3060769979737077	2
sample_336	chinstrap	dream	45.6	19.4	194.0	3525.0	female	2009	-1.073517112931411	1.0139452254017582	2
sample_337	chinstrap	dream	51.9	19.5	206.0	3950.0	male	2009	0.21487469859621192	1.7922939366991302	2
sample_338	chinstrap	dream	46.8	16.5	189.0	3650.0	female	2009	-0.5058851380811235	-0.018580428894291838	2
sample_339	chinstrap	dream	45.7	17.0	195.0	3650.0	female	2009	-0.4514616305927411	0.06544890151227661	2
sample_340	chinstrap	dream	55.8	19.8	207.0	4000.0	male	2009	0.5534745210647644	2.347611631317734	2
sample_341	chinstrap	dream	43.5	18.1	202.0	3400.0	female	2009	-0.7399135645395678	0.24815496651789196	2
sample_342	chinstrap	dream	49.6	18.2	193.0	3775.0	male	2009	-0.36788976014853947	0.9910796243620434	2
sample_343	chinstrap	dream	50.8	19.0	210.0	4100.0	male	2009	0.4923596023948773	1.4848492793504637	2
sample_344	chinstrap	dream	50.2	18.7	198.0	3775.0	female	2009	-0.21341683700890693	1.261553795707207	2
